track_id,label_id,label_name,start_frame,end_frame,start_sec,end_sec,duration_sec
track_0020,6,Other,138,234,4.6,7.8,3.2
track_0020,6,Other,322,338,10.734,11.267,0.533
track_0020,2,Foraging,402,410,13.4,13.667,0.267
track_0020,6,Other,410,442,13.667,14.734,1.067
track_0020,2,Foraging,442,458,14.734,15.267,0.533
track_0020,6,Other,458,482,15.267,16.067,0.8
track_0020,2,Foraging,482,498,16.067,16.601,0.533
track_0020,6,Other,498,578,16.601,19.267,2.667
track_0020,5,Grooming,578,586,19.267,19.534,0.267
track_0020,2,Foraging,586,594,19.534,19.801,0.267
track_0020,6,Other,594,610,19.801,20.334,0.533
track_0020,5,Grooming,610,618,20.334,20.601,0.267
track_0020,6,Other,618,642,20.601,21.401,0.8
track_0020,2,Foraging,642,666,21.401,22.201,0.8
track_0020,6,Other,666,714,22.201,23.801,1.6
