track_id,label_id,label_name,start_frame,end_frame,start_sec,end_sec,duration_sec
track_0022,6,Other,152,176,5.067,5.867,0.8
track_0022,4,Ruminating,176,184,5.867,6.134,0.267
track_0022,6,Other,184,200,6.134,6.667,0.533
track_0022,4,Ruminating,200,336,6.667,11.2,4.533
track_0022,6,Other,336,344,11.2,11.467,0.267
track_0022,4,Ruminating,344,392,11.467,13.067,1.6
track_0022,6,Other,392,408,13.067,13.6,0.533
track_0022,4,Ruminating,408,416,13.6,13.867,0.267
track_0022,6,Other,416,432,13.867,14.4,0.533
track_0022,4,Ruminating,432,440,14.4,14.667,0.267
track_0022,6,Other,440,456,14.667,15.201,0.533
track_0022,4,Ruminating,456,472,15.201,15.734,0.533
track_0022,6,Other,472,512,15.734,17.067,1.333
track_0022,4,Ruminating,512,552,17.067,18.401,1.333
track_0022,6,Other,552,616,18.401,20.534,2.133
track_0022,4,Ruminating,616,704,20.534,23.467,2.933
track_0022,6,Other,704,728,23.467,24.267,0.8
track_0022,5,Grooming,728,744,24.267,24.801,0.533
