track_id,label_id,label_name,start_frame,end_frame,start_sec,end_sec,duration_sec
track_0015,2,Foraging,55,71,1.833,2.367,0.533
track_0015,6,Other,71,127,2.367,4.233,1.867
track_0015,5,Grooming,127,143,4.233,4.767,0.533
track_0015,6,Other,143,167,4.767,5.567,0.8
track_0015,5,Grooming,167,191,5.567,6.367,0.8
track_0015,2,Foraging,191,207,6.367,6.9,0.533
track_0015,6,Other,207,223,6.9,7.434,0.533
track_0015,5,Grooming,223,239,7.434,7.967,0.533
track_0015,6,Other,239,287,7.967,9.567,1.6
track_0015,5,Grooming,287,295,9.567,9.834,0.267
track_0015,6,Other,295,327,9.834,10.9,1.067
track_0015,5,Grooming,327,351,10.9,11.7,0.8
track_0015,6,Other,351,399,11.7,13.3,1.6
track_0015,5,Grooming,399,407,13.3,13.567,0.267
track_0015,6,Other,407,439,13.567,14.634,1.067
track_0015,5,Grooming,439,447,14.634,14.9,0.267
track_0015,6,Other,447,535,14.9,17.834,2.933
track_0015,2,Foraging,535,551,17.834,18.367,0.533
track_0015,5,Grooming,551,559,18.367,18.634,0.267
track_0015,6,Other,559,583,18.634,19.434,0.8
track_0015,2,Foraging,583,599,19.434,19.967,0.533
track_0015,6,Other,599,607,19.967,20.234,0.267
track_0015,5,Grooming,607,615,20.234,20.501,0.267
track_0015,6,Other,615,695,20.501,23.167,2.667
track_0015,6,Other,735,759,24.501,25.301,0.8
track_0015,2,Foraging,759,775,25.301,25.834,0.533
track_0015,6,Other,775,783,25.834,26.101,0.267
