track_id,label_id,label_name,start_frame,end_frame,start_sec,end_sec,duration_sec
track_0001,6,Other,0,104,0.0,3.467,3.467
track_0001,2,Foraging,104,128,3.467,4.267,0.8
track_0001,6,Other,128,264,4.267,8.8,4.533
track_0001,5,Grooming,264,272,8.8,9.067,0.267
track_0001,6,Other,272,280,9.067,9.334,0.267
track_0001,2,Foraging,280,304,9.334,10.134,0.8
track_0001,6,Other,304,320,10.134,10.667,0.533
track_0001,6,Other,424,440,14.134,14.667,0.533
track_0001,6,Other,464,480,15.467,16.001,0.533
track_0001,6,Other,496,568,16.534,18.934,2.4
