track_id,label_id,label_name,start_frame,end_frame,start_sec,end_sec,duration_sec
track_0014,6,Other,311,351,10.367,11.7,1.333
track_0014,6,Other,415,439,13.834,14.634,0.8
track_0014,0,Standing,439,455,14.634,15.167,0.533
track_0014,6,Other,455,511,15.167,17.034,1.867
track_0014,4,Ruminating,511,527,17.034,17.567,0.533
track_0014,6,Other,527,607,17.567,20.234,2.667
track_0014,4,Ruminating,607,615,20.234,20.501,0.267
track_0014,0,Standing,615,631,20.501,21.034,0.533
track_0014,6,Other,631,647,21.034,21.567,0.533
track_0014,4,Ruminating,647,655,21.567,21.834,0.267
track_0014,0,Standing,655,663,21.834,22.101,0.267
track_0014,6,Other,663,735,22.101,24.501,2.4
track_0014,5,Grooming,735,743,24.501,24.767,0.267
track_0014,6,Other,743,799,24.767,26.634,1.867
track_0014,0,Standing,799,815,26.634,27.168,0.533
track_0014,6,Other,815,943,27.168,31.434,4.267
track_0014,6,Other,975,983,32.501,32.768,0.267
track_0014,2,Foraging,983,1023,32.768,34.101,1.333
track_0014,6,Other,1023,1047,34.101,34.901,0.8
track_0014,4,Ruminating,1103,1111,36.768,37.035,0.267
track_0014,6,Other,1111,1119,37.035,37.301,0.267
track_0014,0,Standing,1119,1127,37.301,37.568,0.267
track_0014,4,Ruminating,1127,1143,37.568,38.101,0.533
track_0014,6,Other,1143,1175,38.101,39.168,1.067
track_0014,0,Standing,1175,1191,39.168,39.701,0.533
track_0014,6,Other,1191,1215,39.701,40.501,0.8
