track_id,label_id,label_name,start_frame,end_frame,start_sec,end_sec,duration_sec
track_0006,6,Other,105,129,3.5,4.3,0.8
track_0006,6,Other,153,185,5.1,6.167,1.067
track_0006,6,Other,193,209,6.434,6.967,0.533
track_0006,6,Other,289,321,9.634,10.7,1.067
track_0006,6,Other,425,449,14.167,14.967,0.8
track_0006,6,Other,497,553,16.567,18.434,1.867
track_0006,2,Foraging,569,585,18.967,19.501,0.533
track_0006,2,Foraging,593,609,19.767,20.301,0.533
track_0006,2,Foraging,633,649,21.101,21.634,0.533
track_0006,6,Other,649,657,21.634,21.901,0.267
track_0006,2,Foraging,665,689,22.167,22.967,0.8
track_0006,2,Foraging,729,745,24.301,24.834,0.533
track_0006,2,Foraging,777,793,25.901,26.434,0.533
track_0006,2,Foraging,809,825,26.968,27.501,0.533
track_0006,6,Other,969,985,32.301,32.834,0.533
track_0006,2,Foraging,1081,1097,36.035,36.568,0.533
track_0006,2,Foraging,1169,1185,38.968,39.501,0.533
