track_id,label_id,label_name,start_frame,end_frame,start_sec,end_sec,duration_sec
track_0012,2,Foraging,93,109,3.1,3.633,0.533
track_0012,0,Standing,109,117,3.633,3.9,0.267
track_0012,6,Other,117,133,3.9,4.433,0.533
track_0012,5,Grooming,165,181,5.5,6.034,0.533
track_0012,6,Other,181,205,6.034,6.834,0.8
track_0012,5,Grooming,205,213,6.834,7.1,0.267
track_0012,2,Foraging,213,253,7.1,8.434,1.333
track_0012,5,Grooming,253,269,8.434,8.967,0.533
track_0012,2,Foraging,269,293,8.967,9.767,0.8
track_0012,6,Other,293,301,9.767,10.034,0.267
track_0012,2,Foraging,301,501,10.034,16.701,6.667
