track_id,label_id,label_name,start_frame,end_frame,start_sec,end_sec,duration_sec
track_0002,5,Grooming,0,32,0.0,1.067,1.067
track_0002,2,Foraging,32,48,1.067,1.6,0.533
track_0002,6,Other,48,72,1.6,2.4,0.8
track_0002,5,Grooming,72,88,2.4,2.933,0.533
track_0002,6,Other,88,96,2.933,3.2,0.267
track_0002,2,Foraging,96,112,3.2,3.733,0.533
track_0002,5,Grooming,112,136,3.733,4.533,0.8
track_0002,2,Foraging,136,176,4.533,5.867,1.333
track_0002,5,Grooming,176,184,5.867,6.134,0.267
track_0002,2,Foraging,184,256,6.134,8.534,2.4
track_0002,5,Grooming,256,264,8.534,8.8,0.267
track_0002,2,Foraging,264,288,8.8,9.6,0.8
track_0002,5,Grooming,288,304,9.6,10.134,0.533
track_0002,6,Other,304,352,10.134,11.734,1.6
track_0002,5,Grooming,352,360,11.734,12.0,0.267
track_0002,6,Other,360,400,12.0,13.334,1.333
track_0002,5,Grooming,400,416,13.334,13.867,0.533
track_0002,6,Other,416,496,13.867,16.534,2.667
