track_id,label_id,label_name,start_frame,end_frame,start_sec,end_sec,duration_sec
track_0006,5,Grooming,91,99,3.033,3.3,0.267
track_0006,6,Other,99,123,3.3,4.1,0.8
track_0006,5,Grooming,123,139,4.1,4.633,0.533
track_0006,5,Grooming,147,163,4.9,5.434,0.533
track_0006,6,Other,163,219,5.434,7.3,1.867
track_0006,5,Grooming,219,243,7.3,8.1,0.8
track_0006,6,Other,243,251,8.1,8.367,0.267
track_0006,5,Grooming,251,267,8.367,8.9,0.533
track_0006,2,Foraging,267,275,8.9,9.167,0.267
track_0006,5,Grooming,275,283,9.167,9.434,0.267
track_0006,6,Other,283,307,9.434,10.234,0.8
track_0006,5,Grooming,307,323,10.234,10.767,0.533
track_0006,6,Other,323,363,10.767,12.1,1.333
track_0006,5,Grooming,363,379,12.1,12.634,0.533
track_0006,6,Other,379,395,12.634,13.167,0.533
track_0006,5,Grooming,395,483,13.167,16.101,2.933
track_0006,6,Other,483,499,16.101,16.634,0.533
