track_id,label_id,label_name,start_frame,end_frame,start_sec,end_sec,duration_sec
track_0009,6,Other,80,104,2.667,3.467,0.8
track_0009,5,Grooming,104,120,3.467,4.0,0.533
track_0009,2,Foraging,120,128,4.0,4.267,0.267
track_0009,6,Other,128,160,4.267,5.334,1.067
track_0009,5,Grooming,160,184,5.334,6.134,0.8
track_0009,2,Foraging,184,216,6.134,7.2,1.067
track_0009,5,Grooming,216,224,7.2,7.467,0.267
track_0009,6,Other,224,240,7.467,8.0,0.533
track_0009,5,Grooming,240,248,8.0,8.267,0.267
track_0009,6,Other,248,256,8.267,8.534,0.267
track_0009,5,Grooming,256,288,8.534,9.6,1.067
track_0009,2,Foraging,288,296,9.6,9.867,0.267
track_0009,5,Grooming,296,384,9.867,12.8,2.933
track_0009,1,Lying,384,392,12.8,13.067,0.267
track_0009,2,Foraging,392,448,13.067,14.934,1.867
track_0009,5,Grooming,448,456,14.934,15.201,0.267
track_0009,2,Foraging,456,488,15.201,16.267,1.067
