track_id,label_id,label_name,start_frame,end_frame,start_sec,end_sec,duration_sec
track_0043,6,Other,1049,1097,34.968,36.568,1.6
track_0043,5,Grooming,1097,1105,36.568,36.835,0.267
track_0043,6,Other,1105,1241,36.835,41.368,4.533
track_0043,2,Foraging,1241,1249,41.368,41.635,0.267
track_0043,6,Other,1249,1265,41.635,42.168,0.533
track_0043,5,Grooming,1265,1281,42.168,42.701,0.533
track_0043,6,Other,1281,1321,42.701,44.035,1.333
track_0043,5,Grooming,1321,1329,44.035,44.301,0.267
track_0043,6,Other,1329,1345,44.301,44.835,0.533
track_0043,2,Foraging,1345,1353,44.835,45.102,0.267
track_0043,6,Other,1353,1385,45.102,46.168,1.067
