track_id,label_id,label_name,start_frame,end_frame,start_sec,end_sec,duration_sec
track_0020,5,Grooming,593,609,19.767,20.301,0.533
track_0020,6,Other,609,649,20.301,21.634,1.333
track_0020,5,Grooming,649,665,21.634,22.167,0.533
track_0020,1,Lying,665,761,22.167,25.368,3.2
track_0020,6,Other,761,777,25.368,25.901,0.533
track_0020,1,Lying,777,841,25.901,28.034,2.133
track_0020,5,Grooming,841,873,28.034,29.101,1.067
track_0020,2,Foraging,873,881,29.101,29.368,0.267
track_0020,1,Lying,881,897,29.368,29.901,0.533
track_0020,2,Foraging,897,921,29.901,30.701,0.8
track_0020,1,Lying,921,929,30.701,30.968,0.267
track_0020,2,Foraging,929,937,30.968,31.234,0.267
track_0020,1,Lying,937,953,31.234,31.768,0.533
track_0020,2,Foraging,953,961,31.768,32.034,0.267
track_0020,5,Grooming,961,969,32.034,32.301,0.267
track_0020,2,Foraging,969,985,32.301,32.834,0.533
track_0020,6,Other,985,1001,32.834,33.368,0.533
track_0020,5,Grooming,1001,1025,33.368,34.168,0.8
track_0020,2,Foraging,1025,1049,34.168,34.968,0.8
