track_id,label_id,label_name,start_frame,end_frame,start_sec,end_sec,duration_sec
track_0041,4,Ruminating,1049,1057,34.968,35.235,0.267
track_0041,5,Grooming,1057,1073,35.235,35.768,0.533
track_0041,1,Lying,1073,1089,35.768,36.301,0.533
track_0041,5,Grooming,1137,1153,37.901,38.435,0.533
track_0041,4,Ruminating,1153,1169,38.435,38.968,0.533
track_0041,5,Grooming,1169,1193,38.968,39.768,0.8
track_0041,4,Ruminating,1193,1217,39.768,40.568,0.8
track_0041,5,Grooming,1217,1313,40.568,43.768,3.2
track_0041,0,Standing,1313,1321,43.768,44.035,0.267
track_0041,5,Grooming,1321,1361,44.035,45.368,1.333
track_0041,0,Standing,1361,1369,45.368,45.635,0.267
track_0041,5,Grooming,1369,1385,45.635,46.168,0.533
track_0041,1,Lying,1385,1393,46.168,46.435,0.267
track_0041,3,Drinking,1393,1409,46.435,46.968,0.533
track_0041,5,Grooming,1409,1441,46.968,48.035,1.067
track_0041,0,Standing,1441,1449,48.035,48.302,0.267
track_0041,1,Lying,1449,1465,48.302,48.835,0.533
track_0041,4,Ruminating,1465,1481,48.835,49.368,0.533
track_0041,1,Lying,1481,1505,49.368,50.168,0.8
track_0041,0,Standing,1505,1513,50.168,50.435,0.267
track_0041,5,Grooming,1513,1521,50.435,50.702,0.267
