track_id,label_id,label_name,start_frame,end_frame,start_sec,end_sec,duration_sec
track_0002,1,Lying,0,24,0.0,0.8,0.8
track_0002,4,Ruminating,24,32,0.8,1.067,0.267
track_0002,2,Foraging,32,112,1.067,3.733,2.667
track_0002,4,Ruminating,112,120,3.733,4.0,0.267
track_0002,2,Foraging,120,136,4.0,4.533,0.533
track_0002,4,Ruminating,136,160,4.533,5.334,0.8
track_0002,2,Foraging,160,176,5.334,5.867,0.533
track_0002,4,Ruminating,176,200,5.867,6.667,0.8
track_0002,2,Foraging,200,216,6.667,7.2,0.533
track_0002,4,Ruminating,216,224,7.2,7.467,0.267
track_0002,1,Lying,224,264,7.467,8.8,1.333
track_0002,2,Foraging,264,272,8.8,9.067,0.267
track_0002,3,Drinking,272,280,9.067,9.334,0.267
track_0002,1,Lying,280,304,9.334,10.134,0.8
track_0002,2,Foraging,304,384,10.134,12.8,2.667
track_0002,1,Lying,384,392,12.8,13.067,0.267
track_0002,4,Ruminating,392,408,13.067,13.6,0.533
track_0002,2,Foraging,416,440,13.867,14.667,0.8
track_0002,4,Ruminating,440,456,14.667,15.201,0.533
track_0002,2,Foraging,456,496,15.201,16.534,1.333
track_0002,1,Lying,496,520,16.534,17.334,0.8
track_0002,2,Foraging,520,624,17.334,20.801,3.467
track_0002,1,Lying,736,752,24.534,25.068,0.533
track_0002,0,Standing,760,768,25.334,25.601,0.267
track_0002,2,Foraging,768,808,25.601,26.934,1.333
