track_id,label_id,label_name,start_frame,end_frame,start_sec,end_sec,duration_sec
track_0009,6,Other,16,48,0.533,1.6,1.067
track_0009,5,Grooming,48,72,1.6,2.4,0.8
track_0009,0,Standing,72,88,2.4,2.933,0.533
track_0009,6,Other,88,96,2.933,3.2,0.267
track_0009,4,Ruminating,96,112,3.2,3.733,0.533
track_0009,6,Other,112,144,3.733,4.8,1.067
track_0009,0,Standing,144,160,4.8,5.334,0.533
track_0009,6,Other,160,208,5.334,6.934,1.6
track_0009,4,Ruminating,208,224,6.934,7.467,0.533
track_0009,6,Other,224,264,7.467,8.8,1.333
track_0009,5,Grooming,264,272,8.8,9.067,0.267
track_0009,6,Other,272,296,9.067,9.867,0.8
track_0009,4,Ruminating,296,304,9.867,10.134,0.267
track_0009,6,Other,304,368,10.134,12.267,2.133
track_0009,5,Grooming,368,376,12.267,12.534,0.267
track_0009,6,Other,376,384,12.534,12.8,0.267
track_0009,4,Ruminating,384,416,12.8,13.867,1.067
track_0009,6,Other,416,432,13.867,14.4,0.533
track_0009,5,Grooming,432,448,14.4,14.934,0.533
track_0009,4,Ruminating,448,456,14.934,15.201,0.267
track_0009,6,Other,456,472,15.201,15.734,0.533
track_0009,5,Grooming,472,480,15.734,16.001,0.267
track_0009,6,Other,480,504,16.001,16.801,0.8
track_0009,4,Ruminating,504,512,16.801,17.067,0.267
track_0009,6,Other,512,528,17.067,17.601,0.533
track_0009,4,Ruminating,528,560,17.601,18.667,1.067
track_0009,6,Other,560,592,18.667,19.734,1.067
track_0009,0,Standing,592,600,19.734,20.001,0.267
track_0009,6,Other,600,616,20.001,20.534,0.533
track_0009,4,Ruminating,616,624,20.534,20.801,0.267
track_0009,0,Standing,624,648,20.801,21.601,0.8
track_0009,6,Other,648,656,21.601,21.867,0.267
track_0009,0,Standing,656,664,21.867,22.134,0.267
track_0009,6,Other,664,672,22.134,22.401,0.267
track_0009,0,Standing,672,680,22.401,22.667,0.267
