track_id,label_id,label_name,start_frame,end_frame,start_sec,end_sec,duration_sec
track_0011,6,Other,13,45,0.433,1.5,1.067
track_0011,2,Foraging,45,61,1.5,2.033,0.533
track_0011,6,Other,61,77,2.033,2.567,0.533
track_0011,2,Foraging,77,93,2.567,3.1,0.533
track_0011,6,Other,93,173,3.1,5.767,2.667
track_0011,5,Grooming,173,181,5.767,6.034,0.267
track_0011,6,Other,181,189,6.034,6.3,0.267
track_0011,2,Foraging,189,205,6.3,6.834,0.533
track_0011,6,Other,205,309,6.834,10.3,3.467
track_0011,2,Foraging,421,437,14.034,14.567,0.533
track_0011,6,Other,461,477,15.367,15.901,0.533
track_0011,4,Ruminating,477,501,15.901,16.701,0.8
track_0011,0,Standing,501,517,16.701,17.234,0.533
track_0011,5,Grooming,517,525,17.234,17.501,0.267
track_0011,0,Standing,565,581,18.834,19.367,0.533
