track_id,label_id,label_name,start_frame,end_frame,start_sec,end_sec,duration_sec
track_0001,0,Standing,0,56,0.0,1.867,1.867
track_0001,6,Other,56,72,1.867,2.4,0.533
track_0001,0,Standing,72,96,2.4,3.2,0.8
track_0001,6,Other,96,120,3.2,4.0,0.8
track_0001,0,Standing,120,136,4.0,4.533,0.533
track_0001,5,Grooming,136,152,4.533,5.067,0.533
track_0001,6,Other,152,168,5.067,5.6,0.533
track_0001,5,Grooming,168,176,5.6,5.867,0.267
track_0001,0,Standing,176,200,5.867,6.667,0.8
track_0001,6,Other,200,232,6.667,7.734,1.067
track_0001,0,Standing,232,240,7.734,8.0,0.267
track_0001,5,Grooming,240,248,8.0,8.267,0.267
track_0001,6,Other,248,272,8.267,9.067,0.8
track_0001,0,Standing,272,280,9.067,9.334,0.267
track_0001,2,Foraging,280,296,9.334,9.867,0.533
track_0001,6,Other,296,312,9.867,10.4,0.533
track_0001,0,Standing,312,320,10.4,10.667,0.267
track_0001,5,Grooming,320,336,10.667,11.2,0.533
track_0001,0,Standing,336,352,11.2,11.734,0.533
track_0001,2,Foraging,352,384,11.734,12.8,1.067
track_0001,0,Standing,384,392,12.8,13.067,0.267
track_0001,6,Other,392,408,13.067,13.6,0.533
track_0001,0,Standing,408,456,13.6,15.201,1.6
track_0001,2,Foraging,456,528,15.201,17.601,2.4
track_0001,6,Other,528,536,17.601,17.867,0.267
track_0001,2,Foraging,536,552,17.867,18.401,0.533
track_0001,6,Other,552,568,18.401,18.934,0.533
track_0001,2,Foraging,568,608,18.934,20.267,1.333
track_0001,0,Standing,608,616,20.267,20.534,0.267
track_0001,2,Foraging,616,680,20.534,22.667,2.133
