video_id,dataset,n_frames,n_frames_with_dets,n_frames_with_masks,total_detections,total_masks,avg_masks_per_frame,avg_mask_area_px,coverage_rate,processing_time_s
304,cbvd5,6,6,6,26,26,4.33,10882.0,1.0,2.93
305,cbvd5,6,6,6,23,23,3.83,12066.3,1.0,2.87
306,cbvd5,6,6,6,20,20,3.33,34536.3,1.0,2.82
307,cbvd5,6,6,6,48,48,8.0,23382.1,1.0,3.02
308,cbvd5,6,6,6,23,23,3.83,21645.1,1.0,2.9
31,cbvd5,6,6,6,33,33,5.5,21000.7,1.0,2.9
310,cbvd5,6,6,6,36,36,6.0,11161.8,1.0,2.92
311,cbvd5,6,6,6,17,17,2.83,34518.2,1.0,2.82
312,cbvd5,6,6,6,20,20,3.33,21111.8,1.0,2.86
313,cbvd5,6,6,6,15,15,2.5,11020.5,1.0,2.79
314,cbvd5,6,6,6,9,9,1.5,13476.2,1.0,2.7
315,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.05
316,cbvd5,6,6,6,54,54,9.0,24615.2,1.0,3.15
317,cbvd5,6,6,6,21,21,3.5,24161.8,1.0,2.83
318,cbvd5,6,6,6,32,32,5.33,20263.6,1.0,3.01
319,cbvd5,6,6,6,26,26,4.33,22866.8,1.0,2.92
32,cbvd5,6,6,6,19,19,3.17,22097.3,1.0,2.86
320,cbvd5,6,6,6,29,29,4.83,20749.2,1.0,2.95
321,cbvd5,6,6,6,15,15,2.5,13790.4,1.0,2.75
322,cbvd5,6,6,6,38,38,6.33,24053.9,1.0,2.92
323,cbvd5,6,6,6,21,21,3.5,27295.6,1.0,2.85
324,cbvd5,6,6,6,43,43,7.17,25984.1,1.0,3.0
325,cbvd5,6,6,6,27,27,4.5,32729.6,1.0,2.87
326,cbvd5,6,6,6,18,18,3.0,12332.3,1.0,2.79
327,cbvd5,6,5,5,7,7,1.17,27535.0,1.0,2.24
328,cbvd5,6,6,6,12,12,2.0,14461.3,1.0,2.72
329,cbvd5,6,6,6,13,13,2.17,34543.8,1.0,2.71
33,cbvd5,6,6,6,6,6,1.0,19788.2,1.0,2.65
330,cbvd5,6,3,3,5,5,0.83,14697.2,1.0,1.38
331,cbvd5,6,6,6,17,17,2.83,23545.1,1.0,2.76
332,cbvd5,6,6,6,28,28,4.67,18710.5,1.0,2.86
333,cbvd5,6,6,6,27,27,4.5,23016.9,1.0,2.87
334,cbvd5,6,6,6,35,35,5.83,9593.9,1.0,2.9
335,cbvd5,6,6,6,28,28,4.67,8878.7,1.0,2.85
336,cbvd5,6,6,6,23,23,3.83,9608.1,1.0,2.89
337,cbvd5,6,6,6,12,12,2.0,12796.2,1.0,2.71
338,cbvd5,6,4,4,7,7,1.17,13364.1,1.0,1.77
339,cbvd5,6,6,6,29,29,4.83,10518.0,1.0,2.8
34,cbvd5,6,5,5,5,5,0.83,23307.8,1.0,2.17
340,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.04
341,cbvd5,6,6,6,38,38,6.33,27950.2,1.0,3.04
342,cbvd5,6,6,6,21,21,3.5,22352.1,1.0,2.83
343,cbvd5,6,6,6,48,48,8.0,14269.8,1.0,3.14
344,cbvd5,6,6,6,54,54,9.0,23026.9,1.0,3.19
345,cbvd5,6,6,6,32,32,5.33,26677.8,1.0,2.91
346,cbvd5,6,6,6,57,57,9.5,18401.1,1.0,3.08
347,cbvd5,6,6,6,35,35,5.83,26232.5,1.0,2.91
348,cbvd5,6,6,6,52,52,8.67,21633.0,1.0,3.03
349,cbvd5,6,6,6,26,26,4.33,26628.9,1.0,2.83
35,cbvd5,6,6,6,23,23,3.83,14824.4,1.0,2.84
350,cbvd5,6,6,6,31,31,5.17,23937.3,1.0,2.91
351,cbvd5,6,6,6,32,32,5.33,20793.3,1.0,2.88
352,cbvd5,6,6,6,18,18,3.0,12904.4,1.0,2.77
353,cbvd5,6,5,5,7,7,1.17,14399.7,1.0,2.26
354,cbvd5,6,6,6,12,12,2.0,17991.5,1.0,2.72
355,cbvd5,6,6,6,12,12,2.0,27080.5,1.0,2.71
356,cbvd5,6,6,6,21,21,3.5,19025.8,1.0,2.79
357,cbvd5,6,6,6,33,33,5.5,18857.7,1.0,2.93
358,cbvd5,6,6,6,28,28,4.67,22137.2,1.0,2.85
359,cbvd5,6,6,6,9,9,1.5,11802.4,1.0,2.68
36,cbvd5,6,6,6,53,53,8.83,12658.3,1.0,3.04
360,cbvd5,6,3,3,4,4,0.67,16344.0,1.0,1.39
361,cbvd5,6,6,6,6,6,1.0,16210.0,1.0,2.65
362,cbvd5,6,6,6,18,18,3.0,9686.8,1.0,2.76
363,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.04
364,cbvd5,6,5,5,5,5,0.83,12880.6,1.0,2.23
365,cbvd5,6,6,6,46,46,7.67,29376.9,1.0,3.02
366,cbvd5,6,6,6,38,38,6.33,28030.1,1.0,2.92
367,cbvd5,6,6,6,26,26,4.33,11123.3,1.0,2.83
368,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.04
369,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.04
37,cbvd5,6,6,6,28,28,4.67,16066.8,1.0,2.84
370,cbvd5,6,6,6,45,45,7.5,13731.1,1.0,2.99
371,cbvd5,6,6,6,40,40,6.67,28256.0,1.0,2.94
372,cbvd5,6,6,6,80,80,13.33,13825.0,1.0,3.29
373,cbvd5,6,6,6,21,21,3.5,19033.1,1.0,2.79
374,cbvd5,6,4,4,7,7,1.17,19496.4,1.0,1.83
375,cbvd5,6,6,6,30,30,5.0,20975.1,1.0,2.86
376,cbvd5,6,4,4,4,4,0.67,15990.5,1.0,1.81
377,cbvd5,6,6,6,6,6,1.0,39989.7,1.0,2.66
378,cbvd5,6,6,6,28,28,4.67,13845.2,1.0,2.84
379,cbvd5,6,6,6,42,42,7.0,17478.1,1.0,2.95
38,cbvd5,6,6,6,33,33,5.5,16795.3,1.0,2.95
380,cbvd5,6,6,6,25,25,4.17,12722.6,1.0,2.82
381,cbvd5,6,6,6,35,35,5.83,18750.3,1.0,2.9
382,cbvd5,6,6,6,56,56,9.33,17186.0,1.0,3.06
383,cbvd5,6,6,6,44,44,7.33,11660.7,1.0,2.99
384,cbvd5,6,6,6,24,24,4.0,22117.0,1.0,2.82
385,cbvd5,6,6,6,48,48,8.0,11901.6,1.0,2.99
386,cbvd5,6,6,6,34,34,5.67,12651.6,1.0,2.94
387,cbvd5,6,6,6,31,31,5.17,10804.1,1.0,2.86
388,cbvd5,6,6,6,21,21,3.5,34539.9,1.0,2.79
389,cbvd5,6,6,6,54,54,9.0,11361.2,1.0,3.05
39,cbvd5,6,6,6,18,18,3.0,12123.5,1.0,2.78
390,cbvd5,6,6,6,14,14,2.33,37616.9,1.0,2.72
391,cbvd5,6,6,6,49,49,8.17,16841.6,1.0,2.95
392,cbvd5,6,6,6,36,36,6.0,29175.3,1.0,2.92
393,cbvd5,6,6,6,41,41,6.83,5539.2,1.0,2.9
394,cbvd5,6,6,6,35,35,5.83,20865.4,1.0,2.85
395,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.05
396,cbvd5,6,5,5,8,8,1.33,16677.2,1.0,2.21
397,cbvd5,6,6,6,37,37,6.17,18870.0,1.0,2.87
398,cbvd5,6,6,6,26,26,4.33,51371.5,1.0,2.79
399,cbvd5,6,6,6,30,30,5.0,28557.2,1.0,2.83
4,cbvd5,6,6,6,37,37,6.17,28091.0,1.0,2.94
40,cbvd5,6,6,6,26,26,4.33,10510.8,1.0,2.77
400,cbvd5,6,5,5,9,9,1.5,17807.0,1.0,2.22
401,cbvd5,6,6,6,11,11,1.83,35547.6,1.0,2.65
402,cbvd5,6,3,3,3,3,0.5,16735.0,1.0,1.33
403,cbvd5,6,6,6,18,18,3.0,31177.9,1.0,2.72
404,cbvd5,6,6,6,11,11,1.83,9865.2,1.0,2.66
405,cbvd5,6,6,6,13,13,2.17,29559.1,1.0,2.67
406,cbvd5,6,6,6,24,24,4.0,44704.6,1.0,2.85
407,cbvd5,6,6,6,22,22,3.67,28513.9,1.0,2.75
408,cbvd5,6,6,6,24,24,4.0,30278.9,1.0,2.77
409,cbvd5,6,5,5,5,5,0.83,10347.6,1.0,2.17
41,cbvd5,6,1,1,1,1,0.17,13133.0,1.0,0.47
410,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.05
411,cbvd5,6,6,6,12,12,2.0,21374.9,1.0,2.66
412,cbvd5,6,6,6,18,18,3.0,17103.1,1.0,2.72
413,cbvd5,6,6,6,23,23,3.83,14041.2,1.0,2.76
414,cbvd5,6,6,6,47,47,7.83,43408.8,1.0,2.94
415,cbvd5,6,6,6,42,42,7.0,19524.4,1.0,2.9
416,cbvd5,6,6,6,18,18,3.0,45539.2,1.0,2.71
417,cbvd5,6,6,6,49,49,8.17,20518.6,1.0,2.96
418,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.05
419,cbvd5,6,6,6,42,42,7.0,34940.2,1.0,2.91
42,cbvd5,6,6,6,10,10,1.67,8187.0,1.0,2.64
420,cbvd5,6,6,6,24,24,4.0,38094.0,1.0,2.77
421,cbvd5,6,6,6,50,50,8.33,48264.7,1.0,3.01
422,cbvd5,6,6,6,60,60,10.0,29341.3,1.0,3.05
423,cbvd5,6,6,6,36,36,6.0,48713.8,1.0,2.85
424,cbvd5,6,1,1,1,1,0.17,2169.0,1.0,0.47
425,cbvd5,6,6,6,7,7,1.17,31255.3,1.0,2.61
426,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.04
427,cbvd5,6,5,5,5,5,0.83,28419.6,1.0,2.17
428,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.05
429,cbvd5,6,6,6,6,6,1.0,14644.0,1.0,2.6
43,cbvd5,6,2,2,2,2,0.33,8294.5,1.0,0.9
430,cbvd5,6,6,6,26,26,4.33,32501.1,1.0,2.78
431,cbvd5,6,6,6,33,33,5.5,24851.4,1.0,2.9
432,cbvd5,6,6,6,40,40,6.67,15735.9,1.0,2.88
433,cbvd5,6,6,6,12,12,2.0,12842.2,1.0,2.66
434,cbvd5,6,6,6,20,20,3.33,14289.8,1.0,2.74
435,cbvd5,6,6,6,20,20,3.33,10076.6,1.0,2.73
436,cbvd5,6,6,6,34,34,5.67,10180.4,1.0,2.84
437,cbvd5,6,2,2,2,2,0.33,7629.5,1.0,0.91
438,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.05
439,cbvd5,6,6,6,35,35,5.83,47504.1,1.0,2.85
44,cbvd5,6,3,3,5,5,0.83,14495.0,1.0,1.37
440,cbvd5,6,6,6,36,36,6.0,29653.6,1.0,2.91
441,cbvd5,6,6,6,34,34,5.67,18263.3,1.0,2.84
442,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.05
443,cbvd5,6,6,6,46,46,7.67,26822.8,1.0,2.93
444,cbvd5,6,6,6,29,29,4.83,20578.1,1.0,2.81
445,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.05
446,cbvd5,6,6,6,45,45,7.5,34735.1,1.0,2.93
447,cbvd5,6,6,6,58,58,9.67,27416.7,1.0,3.02
448,cbvd5,6,6,6,25,25,4.17,20211.8,1.0,2.83
449,cbvd5,6,6,6,18,18,3.0,45198.9,1.0,2.74
45,cbvd5,6,6,6,24,24,4.0,34249.5,1.0,2.76
450,cbvd5,6,6,6,18,18,3.0,12586.2,1.0,2.72
451,cbvd5,6,6,6,8,8,1.33,9939.1,1.0,2.62
452,cbvd5,6,6,6,11,11,1.83,31640.3,1.0,2.65
453,cbvd5,6,6,6,11,11,1.83,24132.7,1.0,2.64
454,cbvd5,6,6,6,24,24,4.0,39292.5,1.0,2.77
455,cbvd5,6,6,6,24,24,4.0,52593.5,1.0,2.83
456,cbvd5,6,6,6,12,12,2.0,47093.2,1.0,2.75
457,cbvd5,6,2,2,4,4,0.67,8641.5,1.0,0.93
458,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.05
459,cbvd5,6,6,6,19,19,3.17,14309.2,1.0,2.81
46,cbvd5,6,3,3,9,9,1.5,7626.4,1.0,1.38
460,cbvd5,6,5,5,12,12,2.0,9168.1,1.0,2.26
461,cbvd5,6,6,6,9,9,1.5,22312.9,1.0,2.64
462,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.05
463,cbvd5,6,6,6,48,48,8.0,49396.5,1.0,2.95
464,cbvd5,6,6,6,42,42,7.0,36367.6,1.0,2.98
465,cbvd5,6,6,6,36,36,6.0,25628.5,1.0,3.08
466,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.06
467,cbvd5,6,6,6,34,34,5.67,25609.2,1.0,2.91
468,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.05
469,cbvd5,6,6,6,54,54,9.0,44099.9,1.0,3.16
47,cbvd5,6,6,6,23,23,3.83,8849.5,1.0,2.93
470,cbvd5,6,6,6,43,43,7.17,35837.8,1.0,3.15
471,cbvd5,6,6,6,36,36,6.0,51248.7,1.0,2.85
472,cbvd5,6,6,6,16,16,2.67,49349.1,1.0,2.84
473,cbvd5,6,6,6,18,18,3.0,11540.9,1.0,2.96
474,cbvd5,6,6,6,32,32,5.33,19099.6,1.0,2.95
475,cbvd5,6,6,6,16,16,2.67,16264.9,1.0,2.7
476,cbvd5,6,6,6,33,33,5.5,33342.9,1.0,2.83
477,cbvd5,6,6,6,28,28,4.67,37042.0,1.0,2.8
478,cbvd5,6,6,6,46,46,7.67,15565.1,1.0,2.95
479,cbvd5,6,6,6,45,45,7.5,30867.1,1.0,2.92
48,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.04
480,cbvd5,6,6,6,39,39,6.5,24837.0,1.0,2.88
481,cbvd5,6,6,6,46,46,7.67,16106.3,1.0,2.96
482,cbvd5,6,6,6,48,48,8.0,18481.7,1.0,2.95
483,cbvd5,6,6,6,36,36,6.0,20241.7,1.0,2.85
484,cbvd5,6,6,6,29,29,4.83,23264.5,1.0,2.8
485,cbvd5,6,6,6,29,29,4.83,20482.3,1.0,2.81
486,cbvd5,6,6,6,17,17,2.83,46683.1,1.0,2.77
487,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.05
488,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.05
489,cbvd5,6,6,6,25,25,4.17,27100.9,1.0,2.88
49,cbvd5,6,6,6,41,41,6.83,25114.7,1.0,3.0
490,cbvd5,6,6,6,62,62,10.33,25753.9,1.0,3.2
491,cbvd5,6,6,6,18,18,3.0,7353.4,1.0,2.87
492,cbvd5,6,6,6,56,56,9.33,17971.6,1.0,3.15
493,cbvd5,6,6,6,29,29,4.83,22076.3,1.0,2.96
494,cbvd5,6,6,6,28,28,4.67,27274.2,1.0,2.92
495,cbvd5,6,6,6,37,37,6.17,28905.2,1.0,2.97
496,cbvd5,6,6,6,57,57,9.5,20036.0,1.0,3.13
497,cbvd5,6,6,6,43,43,7.17,27765.8,1.0,3.0
498,cbvd5,6,6,6,36,36,6.0,27875.5,1.0,3.01
499,cbvd5,6,6,6,21,21,3.5,19549.0,1.0,2.74
5,cbvd5,6,6,6,25,25,4.17,29459.3,1.0,2.77
50,cbvd5,6,6,6,43,43,7.17,34731.1,1.0,2.9
500,cbvd5,6,6,6,37,37,6.17,27079.2,1.0,2.87
501,cbvd5,6,6,6,7,7,1.17,10205.7,1.0,2.61
502,cbvd5,6,6,6,8,8,1.33,16942.1,1.0,2.64
503,cbvd5,6,6,6,11,11,1.83,27631.0,1.0,2.7
504,cbvd5,6,1,1,1,1,0.17,22511.0,1.0,0.48
505,cbvd5,6,6,6,14,14,2.33,13605.1,1.0,2.72
506,cbvd5,6,6,6,30,30,5.0,23191.7,1.0,2.82
507,cbvd5,6,3,3,3,3,0.5,9290.7,1.0,1.32
508,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.04
509,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.04
51,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.04
510,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.04
511,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.04
512,cbvd5,6,6,6,6,6,1.0,41769.3,1.0,2.61
513,cbvd5,6,6,6,33,33,5.5,20671.9,1.0,2.83
514,cbvd5,6,6,6,45,45,7.5,22515.9,1.0,2.94
515,cbvd5,6,6,6,27,27,4.5,16963.0,1.0,2.8
516,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.04
517,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.05
518,cbvd5,6,6,6,48,48,8.0,25786.6,1.0,2.96
519,cbvd5,6,6,6,43,43,7.17,19342.7,1.0,2.92
52,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.05
520,cbvd5,6,6,6,38,38,6.33,27858.1,1.0,2.9
521,cbvd5,6,6,6,22,22,3.67,24631.7,1.0,2.8
522,cbvd5,6,6,6,17,17,2.83,25631.9,1.0,2.75
523,cbvd5,6,6,6,11,11,1.83,27410.1,1.0,2.67
524,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.04
525,cbvd5,6,6,6,12,12,2.0,35796.7,1.0,2.67
526,cbvd5,6,6,6,6,6,1.0,37088.2,1.0,2.61
527,cbvd5,6,6,6,12,12,2.0,24180.6,1.0,2.66
528,cbvd5,6,6,6,43,43,7.17,27840.5,1.0,2.92
529,cbvd5,6,6,6,52,52,8.67,23617.9,1.0,2.98
53,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.05
530,cbvd5,6,6,6,7,7,1.17,15817.3,1.0,2.61
531,cbvd5,6,6,6,16,16,2.67,10129.4,1.0,2.7
532,cbvd5,6,6,6,16,16,2.67,7831.1,1.0,2.73
533,cbvd5,6,6,6,21,21,3.5,7990.2,1.0,2.79
534,cbvd5,6,6,6,25,25,4.17,5552.6,1.0,2.81
535,cbvd5,6,6,6,6,6,1.0,18878.5,1.0,2.61
536,cbvd5,6,6,6,30,30,5.0,7587.9,1.0,2.83
537,cbvd5,6,6,6,52,52,8.67,18420.6,1.0,2.98
538,cbvd5,6,6,6,20,20,3.33,38097.3,1.0,2.74
539,cbvd5,6,6,6,25,25,4.17,18458.4,1.0,2.78
54,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.05
540,cbvd5,6,6,6,15,15,2.5,38998.5,1.0,2.7
541,cbvd5,6,6,6,36,36,6.0,25108.4,1.0,2.86
542,cbvd5,6,6,6,18,18,3.0,28336.3,1.0,2.72
543,cbvd5,6,6,6,48,48,8.0,1019.9,1.0,2.99
544,cbvd5,6,6,6,36,36,6.0,761.9,1.0,2.91
545,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.05
546,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.04
547,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.04
548,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.04
549,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.04
55,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.03
550,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.04
551,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.04
552,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.04
553,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.04
554,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.04
555,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.04
556,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.04
557,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.03
558,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.04
559,cbvd5,6,6,6,33,33,5.5,1224.2,1.0,2.86
56,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.04
560,cbvd5,6,6,6,6,6,1.0,17475.8,1.0,2.61
561,cbvd5,6,5,5,5,5,0.83,17515.0,1.0,2.18
562,cbvd5,6,4,4,4,4,0.67,17216.8,1.0,1.75
563,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.04
564,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.04
565,cbvd5,6,0,0,0,0,0.0,0.0,0.0,0.04
566,cbvd5,6,6,6,50,50,8.33,12138.3,1.0,2.96
567,cbvd5,6,6,6,57,57,9.5,5534.3,1.0,3.02
568,cbvd5,6,6,6,32,32,5.33,20104.3,1.0,2.84
