dataset,from_label,from_behavior,to_label,to_behavior,count,probability
inference,0,Standing,2,Foraging,2,1.0
inference,2,Foraging,0,Standing,1,0.3333
inference,2,Foraging,6,Other,2,0.6667
inference,5,Grooming,5,Grooming,1,0.3333
inference,5,Grooming,6,Other,2,0.6667
inference,6,Other,0,Standing,1,0.125
inference,6,Other,2,Foraging,1,0.125
inference,6,Other,4,Ruminating,1,0.125
inference,6,Other,5,Grooming,4,0.5
inference,6,Other,6,Other,1,0.125
