track_id,label_id,label_name,start_frame,end_frame,start_sec,end_sec,duration_sec
track_0002,5,Grooming,0,16,0.0,0.533,0.533
track_0002,0,Standing,16,32,0.533,1.067,0.533
track_0002,6,Other,48,96,1.6,3.2,1.6
track_0002,5,Grooming,96,120,3.2,4.0,0.8
track_0002,2,Foraging,120,160,4.0,5.333,1.333
track_0002,0,Standing,160,176,5.333,5.867,0.533
track_0002,6,Other,176,184,5.867,6.133,0.267
track_0002,5,Grooming,184,208,6.133,6.933,0.8
track_0002,0,Standing,208,216,6.933,7.2,0.267
track_0002,5,Grooming,216,224,7.2,7.467,0.267
track_0002,6,Other,224,232,7.467,7.733,0.267
