track_id,label_id,label_name,start_frame,end_frame,start_sec,end_sec,duration_sec
track_0002,0,Standing,0,16,0.0,0.533,0.533
track_0002,6,Other,16,32,0.533,1.067,0.533
track_0002,2,Foraging,32,48,1.067,1.6,0.533
track_0002,6,Other,48,56,1.6,1.867,0.267
track_0002,5,Grooming,56,80,1.867,2.667,0.8
track_0002,0,Standing,80,88,2.667,2.933,0.267
track_0002,2,Foraging,88,144,2.933,4.8,1.867
track_0002,0,Standing,144,152,4.8,5.067,0.267
track_0002,2,Foraging,152,168,5.067,5.6,0.533
track_0002,6,Other,168,192,5.6,6.4,0.8
track_0002,2,Foraging,192,272,6.4,9.067,2.667
track_0002,4,Ruminating,272,280,9.067,9.334,0.267
track_0002,6,Other,280,296,9.334,9.867,0.533
track_0002,2,Foraging,296,416,9.867,13.867,4.0
track_0002,0,Standing,424,440,14.134,14.667,0.533
