track_id,label_id,label_name,start_frame,end_frame,start_sec,end_sec,duration_sec
track_0011,6,Other,37,53,1.233,1.767,0.533
track_0011,6,Other,77,93,2.567,3.1,0.533
track_0011,2,Foraging,93,109,3.1,3.633,0.533
track_0011,6,Other,157,173,5.234,5.767,0.533
track_0011,2,Foraging,205,237,6.834,7.9,1.067
track_0011,2,Foraging,245,261,8.167,8.7,0.533
track_0011,5,Grooming,269,285,8.967,9.5,0.533
track_0011,2,Foraging,285,301,9.5,10.034,0.533
track_0011,6,Other,333,357,11.1,11.9,0.8
track_0011,6,Other,365,389,12.167,12.967,0.8
track_0011,2,Foraging,389,405,12.967,13.5,0.533
track_0011,5,Grooming,405,421,13.5,14.034,0.533
