track_id,label_id,label_name,start_frame,end_frame,start_sec,end_sec,duration_sec
track_0003,2,Foraging,0,16,0.0,0.533,0.533
track_0003,6,Other,16,24,0.533,0.8,0.267
track_0003,6,Other,176,192,5.867,6.4,0.533
track_0003,5,Grooming,216,232,7.2,7.734,0.533
track_0003,6,Other,248,256,8.267,8.534,0.267
track_0003,5,Grooming,256,264,8.534,8.8,0.267
track_0003,2,Foraging,264,296,8.8,9.867,1.067
track_0003,2,Foraging,336,352,11.2,11.734,0.533
track_0003,5,Grooming,352,368,11.734,12.267,0.533
track_0003,5,Grooming,376,384,12.534,12.8,0.267
track_0003,0,Standing,384,400,12.8,13.334,0.533
track_0003,6,Other,440,528,14.667,17.601,2.933
track_0003,2,Foraging,528,544,17.601,18.134,0.533
track_0003,6,Other,544,560,18.134,18.667,0.533
track_0003,2,Foraging,560,576,18.667,19.201,0.533
track_0003,2,Foraging,584,600,19.467,20.001,0.533
